Trial Number,Sentence Duration,Time To Response Start,Time to Response End,Talker,Active Channels,Subject Responses / Target Sentences,Words Correct,Total Words
1,2.9574,3.0979,9.4425,TA,02_04_09_11_16_17_18_,he CANNOT BREW TEA in a COLD POT,,5
,,,,,,CANNOT BREW TEA COLD POT,,
2,2.311,3.5082,5.8277,AW,02_04_05_12_15_16_19_,ships in TEETH,,5
,,,,,,CRACK WALNUT SHARP SIDE TEETH,,
3,2.6587,3.1878,7.3234,AW,01_04_05_07_08_11_20_,a WHITE suit sounds,,5
,,,,,,WHITE SILK JACKET ANY SHOES,,
4,2.7501,3.4801,9.3197,AW,02_05_06_08_09_11_20_,the in the FIRE accepted the SPARKS,,5
,,,,,,SCREEN BEFORE FIRE KEPT SPARKS,,
5,3.2124,3.6406,12.752,TA,01_02_03_09_10_18_19_,the SOURCE of the RIVER is the CLEAR SPRING,,5
,,,,,,SOURCE HUGE RIVER CLEAR SPRING,,
6,2.2926,2.7022,7.3241,TA,01_04_05_09_12_13_17_,ROSE FROM the EDGE of the WATER,,5
,,,,,,DUNE ROSE FROM EDGE WATER,,
7,2.5598,5.868,14.1804,AW,01_07_08_10_11_15_18_,a straw made me stare your PARTNER STIFF,,5
,,,,,,STRONG BID SCARE PARTNER STIFF,,
8,3.0292,4.9562,6.5796,TA,02_04_14_16_17_19_20_,she shaved,,5
,,,,,,FRUIT FLAVORS USED FIZZ DRINKS,,
9,2.2079,2.7943,6.395,TA,05_09_11_12_14_19_20_,AFTER the lungs give OUT,,5
,,,,,,BURN PEAT AFTER LOGS OUT,,
10,2.9636,3.5647,13.6283,AW,06_08_11_12_15_18_20_,the veils were PROMPTLY on the TENTH of the MONTH,,5
,,,,,,BILLS MAILED PROMPTLY TENTH MONTH,,
11,2.4283,3.0921,4.7961,TA,02_04_08_09_10_11_17_,the RED,,5
,,,,,,RED TAPE BOUND SMUGGLED FOOD,,
12,2.6573,3.1454,12.0249,AW,01_03_06_11_15_18_19_,the PENCIL has got to be SHARP at BOTH ENDS,,5
,,,,,,PENCIL CUT SHARP BOTH ENDS,,
13,2.4467,3.0098,8.9454,AW,02_04_06_10_12_15_20_,the TIN BOX helped PRICELESS,,5
,,,,,,TIN BOX HELD PRICELESS STONES,,
14,2.2261,2.4552,8.5517,AW,01_02_07_08_11_17_20_,TURN on the LANTERN WHICH GIVES us LIGHT,,5
,,,,,,TURN LANTERN WHICH GIVES LIGHT,,
15,2.4624,3.0846,9.8282,TA,03_05_10_11_14_17_20_,DIG DEEP in the EARTH for PIRATEs GOLD,,5
,,,,,,DIG DEEP EARTH PIRATE GOLD,,
16,2.0372,3.3837,9.9513,TA,04_05_09_11_17_18_20_,THERE are MORE than TWO FACTORS HERE,,5
,,,,,,THERE MORE TWO FACTORS HERE,,
17,2.7175,3.3719,10.1314,TA,02_06_12_13_14_15_20_,he fished more than the man meats CHANGING,,5
,,,,,,FIRST PART PLAN NEEDS CHANGING,,
18,2.1805,3.6784,7.7341,AW,01_02_06_09_13_14_20_,was enjoying the scream,,5
,,,,,,LINE WHERE EDGES JOIN CLEAN,,
19,2.4594,2.7267,11.3832,TA,01_03_05_06_08_10_17_,the PENCIL with BLACK LEAD WRITES BEST,,5
